Nama,Harga
TEAM ELITE PLUS BLACK DDR4 PC25600 3200MHZ DUAL CHANNEL 64GB,Rp2.326.000
VGEN RESCUE DDR4 4GB,Rp198.000
VGEN RESCUE DDR4 8GB,Rp311.000
VGEN RESCUE DDR4 16GB,Rp514.000
VGEN PLATINUM DDR4 8GB,Rp339.000
VGEN PLATINUM DDR4 16GB,Rp555.000
KLEVV DDR4 CRAS XR RGB PC28800 3600MHZ 16GB,Rp873.000
ADATA DDR4 XPG SPECTRIX D50 WHITE VERSION PC25600 16GB,Rp899.000
VGEN RESCUE DDR4 4GB,Rp187.000
VGEN RESCUE DDR4 16GB,Rp493.000
TEAM DELTA DDR4 RGB PC28800 3600MHZ DUAL CHANNEL 16GB,Rp860.000
ADATA DDR4 XPG SPECTRIX D50 WHITE VERSION PC28800 32GB,Rp1.571.000
ADATA DDR4 XPG SPECTRIX D50 WHITE VERSION PC28800 16GB,Rp935.000
ADATA DDR4 XPG SPECTRIX D50 WHITE VERSION PC25600 32GB,Rp1.439.000
CORSAIR DDR4 VENGEANCE LPX PC28800 32GB,Rp1.523.000
KLEVV DDR4 BOLT XR SERIES PC28800 3600MHZ DUAL CHANNEL 32GB,Rp1.233.000
TEAM DELTA DDR4 RGB PC28800 3600MHZ DUAL CHANNEL 32GB,Rp1.486.000
TEAM DELTA DDR4 RGB PC28800 DUAL CHANNEL 32GB,Rp1.486.000
ADATA DDR4 XPG SPECTRIX D60G PC28800 16GB,Rp975.000
CORSAIR DDR4 VENGEANCE LPX PC28800 16GB,Rp912.000
ADATA DDR4 XPG SPECTRIX D60G PC28800 3600MHZ 32GB,Rp1.619.000
ADATA DDR4 XPG SPECTRIX D50 PC28800 3600MHZ 16GB,Rp935.000
ADATA DDR4 XPG SPECTRIX D50 PC25600 3200MHZ 32GB,Rp1.439.000
ADATA DDR4 XPG SPECTRIX D50 PC28800 3600MHZ 32GB,Rp1.571.000
CORSAIR DDR4 VENGEANCE LPX PC21000 32GB,Rp1.371.000
GSKILL DDR4 TRIDENTZ RGB PC28800 32GB,Rp1.585.000
VGEN RESCUE DDR4 8GB,Rp290.000
RAM TEAM ELITE PLUS BLACK DDR4 PC19200 2400MHZ 16GB,Rp584.000
KLEVV DDR4 VALUE SERIES PC21300 2666MHZ 8GB,Rp293.000
TEAM ELITE PLUS BLACK DDR4 PC25600 DUAL CHANNEL 32GB,Rp1.199.000
TEAM ELITE PLUS BLACK DDR4 PC25600 DUAL CHANNEL 16GB,Rp665.000
KINGSTON KVR DDR4 2666 MHZ 8GB,Rp385.000
GSKILL DDR4 TRIDENTZ NEO RGB PC28800 16GB,Rp1.601.000
RAM VGEN PLATINUM DDR4 16GB,Rp524.000
RAM VGEN PLATINUM DDR4 4GB,Rp205.000
RAM VGEN PLATINUM DDR4 8GB,Rp318.000
ADATA DDR4 XPG SPECTRIX D60G PC25600 32GB,Rp1.551.000
VGEN RESCUE DDR4 8GB,Rp290.000
GSKILL DDR4 TRIDENTZ RGB PC28800 16GB,Rp1.006.000
VGEN RESCUE DDR4 16GB,Rp493.000
VGEN RESCUE DDR4 4GB,Rp187.000
VGEN PLATINUM DDR4 8GB,Rp318.000
