Nama,Harga
XFX RADEON RX 6400 4GB DDR6 SPEEDSTER SWFT105,Rp2.462.000
ASROCK RADEON RX 6400 4GB DDR6,Rp2.346.000
XFX RADEON RX 6750 XT ULTRA 12GB DDR6 SPEEDSTER QICK319,Rp6.880.000
XFX RADEON RX 6750 XT BLACK 12GB DDR6 SPEEDSTER MERC319,Rp7.034.000
XFX RADEON RX 6650 XT ULTRA 8GB DDR6 SPEEDSTER QICK308,Rp5.034.000
XFX RADEON RX 6650 XT BLACK 8GB DDR6 SPEEDSTER MERC308,Rp5.177.000
SAPPHIRE RADEON RX 6400 4GB DDR6 PULSE,Rp2.106.000
ASUS RADEON RX 6400 4GB GDDR6 DUAL,Rp2.290.000
MSI RADEON RX 6400 4GB DDR6,Rp2.154.000
SAPPHIRE RADEON RX 6800 XT 16GB DDR6 NITRO OC,Rp13.151.000
GIGABYTE RADEON RX 6600 8GB GDDR5 EAGLER66EAGLE,Rp3.535.000
GIGABYTE RADEON RX 6500 XT 4GB GDDR6 EAGLER65XTEAGLE,Rp2.572.000
GIGABYTE RADEON RX 6500 XT 4GB GDDR6 GAMING OC,Rp2.576.000
ASROCK RADEON RX 6500 XT 4GB DDR6,Rp2.555.000
ASUS RADEON RX 6500 XT 4GB GDDR6 DUAL OC,Rp2.593.000
ASUS RADEON RX 6500 XT 4GB GDDR6 TUF GAMING OC,Rp2.921.000
ASROCK RADEON RX 6600 XT 8GB DDR6,Rp8.518.000
XFX RADEON RX 6500 XT CORE 4GB DDR6 SPEEDSTER QICK 210,Rp2.911.000
SAPPHIRE RADEON RX 6500 XT 4GB DDR6 PULSE OC,Rp2.500.000
POWERCOLOR RADEON RX 6500 XT ITX 4GB DDR6,Rp2.431.000
MSI RADEON RX 6500 XT 4GB DDR6,Rp2.749.000
ASROCK RADEON RX 6800 16GB DDR6,Rp19.492.000
MSI RADEON RX 6600 8GB DDR6,Rp4.111.000
SAPPHIRE RADEON RX 6600 8GB DDR6 PULSE,Rp3.590.000
AMD RADEON PRO W5500 8GB DDR6,Rp9.085.000
POWERCOLOR RADEON R7 240 2GB DDR5,Rp552.000
SAPPHIRE RADEON RX 6700 XT 12GB DDR6 PULSE,Rp6.080.000
ASROCK RADEON RX 6600 XT 8GB DDR6,Rp4.459.000
POWERCOLOR RADEON RX 6600 8GB GDDR6 FIGHTER,Rp3.259.000
XFX RADEON RX 6600 CORE 8GB DDR6 SPEEDSTER SWFT210,Rp3.029.000
XFX RADEON RX 6700 XT CORE 12GB DDR6 SPEEDSTER SWFT309,Rp4.829.000
ASROCK RADEON RX 6600 XT 8GB DDR6,Rp9.745.000
XFX RADEON RX 6900 XT LIMITED BLACK 16GB DDR6 MERC 319,Rp9.803.000
XFX RADEON RX 6800 XT CORE 16GB DDR6 SPEEDSTER SWFT319,Rp8.521.000
XFX RADEON RX 6800 CORE 16GB DDR6 SPEEDSTER SWFT319,Rp18.185.000
XFX RADEON RX 6900 XT CORE 16GB DDR6 SPEEDSTER SWFT319,Rp18.521.000
MSI RADEON RX 6600 XT 8GB DDR6,Rp5.588.000
MSI RADEON RX 6600 XT 8GB DDR6,Rp5.280.000
POWERCOLOR RADEON RX 6600 XT 8GB GDDR6 HELLHOUND,Rp7.588.000
SAPPHIRE RADEON RX 6600 XT 8GB DDR6 NITRO OC,Rp5.676.000
SAPPHIRE RADEON RX 6600 XT 8GB DDR6 PULSE OC,Rp11.917.000
XFX RADEON RX 6600 XT BLACK 8GB DDR6 SPEEDSTER SWFT210,Rp6.367.000
XFX RADEON RX 6600 XT BLACK 8GB DDR6 SPEEDSTER QICK308,Rp5.188.000
XFX RADEON RX 6600 XT BLACK 8GB DDR6 SPEEDSTER MERC308,Rp10.261.000
ASROCK RADEON RX 6700 XT 12GB DDR6,Rp5.567.000
ASROCK RADEON RX 6700 XT 12GB DDR6,Rp5.613.000
ASROCK RADEON RX 6800 16GB DDR6,Rp20.812.000
MSI RADEON RX 6700 XT 12GB DDR6,Rp5.712.000
SAPPHIRE RADEON RX 6700 XT 12GB DDR6 NITRO,Rp6.210.000
ASROCK RADEON RX 6700 XT 12GB DDR6,Rp5.567.000
POWERCOLOR RADEON RX 6700 XT 12GB GDDR6 HELLHOUND WHITE,Rp6.133.000
XFX RADEON RX 6700 XT BLACK 12GB DDR6 SPEEDSTER QICK319,Rp4.672.000
XFX RADEON RX 6800 BLACK 16GB DDR6 SPEEDSTER QICK319,Rp17.563.000
XFX RADEON RX 6700 XT BLACK 12GB DDR6,Rp11.142.000
XFX RADEON RX 6800 XT CORE 16GB DDR6 SPEEDSTER MERC 319,Rp8.675.000
XFX RADEON RX 6900 XT 16GB DDR6 SPEEDSTER MERC 319,Rp29.033.000
XFX RADEON RX 6800 16GB DDR6 SPEEDSTER MERC 319,Rp13.317.000
XFX RADEON RX 6800 XT 16GB DDR6 SPEEDSTER MERC 319,Rp17.701.000
MSI RADEON RX 5500 XT 8GB DDR6,Rp8.079.000
MSI RADEON RX 5600 XT 6GB DDR6,Rp5.756.000
ASROCK RADEON RX 5500 XT 8GB DDR6,Rp4.364.000
ASUS RADEON RX 5500 XT 8GB DDR6,Rp4.162.000
MSI RADEON RX 550 2GB DDR5,Rp1.514.000
ASUS RADEON RX 5700 XT 8GB DDR6,Rp6.897.000
ASROCK RADEON RX 5600 XT 6GB DDR6,Rp6.293.000
SAPPHIRE RADEON RX 5600 XT BLACK EDITION 6GB DDR6 PULSE,Rp4.767.000
MSI RADEON RX 5600 XT 6GB DDR6,Rp6.059.000
ASUS RADEON RX 5700 XT 8GB DDR6,Rp8.161.000
