Nama,Harga
ADATA LEGEND 750 500GB NVME PCIE GEN 3X4,Rp463.000
ADATA LEGEND 750 1TB NVME PCIE GEN 3X4,Rp777.000
ADATA LEGEND 850 512GB NVME PCIE GEN 4X4 SSD 512GB,Rp550.000
ADATA LEGEND 850 1TB NVME PCIE GEN 4X4,Rp837.000
WDC GREEN SN350 SSD 480GB M2 NVME PCIE GEN 3X4,Rp641.000
MSI SPATIUM M480 M2 NVME PCIE GEN 4X4 1TB,Rp1.272.000
CORSAIR MP600 PRO LPX 2TB PCIE GEN 4X4 NVME M2 SSD,Rp3.418.000
ACE POWER N1 M2 NVME PCIE GEN 3X4 512GB,Rp531.000
ACE POWER N1 M2 NVME PCIE GEN 3X4 256GB,Rp343.000
SEAGATE SSD M2 2280 PCIE GEN 4X4 500GB,Rp1.462.000
TRANSCEND TS500GMTE110Q NVME PCIE GEN 3X4 500GB,Rp750.000
TEAM MP33 PRO 1TB M2 PCIE X4,Rp1.215.000
ADATA SSD XPG GAMM9 S50 LITE 1TB PCIE GEN 4X4,Rp924.000
WDC BLUE SN570 SSD 1TB M2 NVME PCIE GEN 3X4,Rp1.340.000
ACE POWER SSD A1 128GB SATA3,Rp183.000
MSI SPATIUM M390 M2 NVME PCIE GEN 3X4 250GB,Rp437.000
TEAM CARDEA Z44L 500GB M2 PCIE GEN 4.0X4,Rp547.000
CORSAIR MP600 PRO XT 1TB M2 NVME PCIE GEN 4X4 F1000GBMP600PXT,Rp2.075.000
WDC BLACK SN850 SSD 1TB M2 NVME PCIE GEN 4X4 WITH HEATSINK,Rp3.472.000
SAMSUNG T7 PORTABLE TOUCH 1TB USB EXTERNAL SSD,Rp1.669.000
TRANSCEND 220Q 500GB SSD SATA3 QLC,Rp584.000
WDC GREEN SN350 SSD 1TB M2 NVME PCIE GEN 3X4,Rp1.225.000
WDC GREEN SN350 SSD 240GB M2 NVME PCIE GEN 3X4,Rp394.000
VENOMRX VRX 120GB,Rp187.000
SEAGATE SSD 480GB,Rp984.000
SAMSUNG SSD 980 PRO M2 PCIE GEN4 2TB MZ V8P2T0CW WITH HEATSINK,Rp3.039.000
SEAGATE SSD M2 2280 PCIE GEN 3X4 1TB,Rp1.011.000
SAMSUNG SSD 980 PRO M2 PCIE GEN 4X4 1TB MZ V8P1T0CW WITH HEATSINK,Rp1.940.000
TRANSCEND TS1TMTE110Q NVME PCIE GEN 3X4 1TB,Rp1.340.000
MSI SPATIUM M470 M2 NVME PCIE GEN 4X4 2TB,Rp3.013.000
ADATA SSD XPG GAMM9 S50 LITE 512GB PCIE GEN 4X4,Rp677.000
WDC BLUE PC SSD 2TB M2 NVME PCIE,Rp4.010.000
