Nama,Harga
Nvidia RTX 4060,4491000
Nvidia RTX 4060-Ti,5764648
Nvidia RTX 4070,8070716
Nvidia RTX 4090,21474836
Nvidia RTX 4080-S,15722025
Nvidia RTX 4080,17518846
AMD RX 7900-XTX,14973500
Nvidia RTX 4070-TS,11978650
Nvidia RTX 4070-Ti,10780770
AMD RX 7900-XT,13476150
